,chapter,senten_num,sentiment,person
531,9,76,0.6101022488949877,肖鹤云
532,9,76,0.6101022488949877,李诗情
533,9,77,0.2216614297851619,卢迪
534,9,78,0.7727887064257211,肖鹤云
535,9,79,0.9790289825632874,肖鹤云
536,9,79,0.9790289825632874,李诗情
537,9,83,0.7895773029626599,李诗情
538,9,85,0.5743825325247337,卢迪
539,9,86,0.26065261187230804,卢迪
540,9,88,0.0975365708042144,张警官
541,9,89,0.4961807892046526,肖鹤云
542,9,89,0.4961807892046526,李诗情
543,9,90,0.9909755661760209,李诗情
544,9,91,0.26101162780652254,张警官
545,9,92,0.9336619747835206,肖鹤云
546,9,93,0.7299906716933093,肖鹤云
547,9,93,0.7299906716933093,卢迪
548,9,97,0.8186258682629263,张警官
549,9,99,0.9950467260134077,肖鹤云
550,9,99,0.9950467260134077,李诗情
551,9,99,0.9950467260134077,卢迪
552,9,101,0.9832630650551643,肖鹤云
553,9,101,0.9832630650551643,李诗情
554,9,103,0.42449595394649264,张警官
555,9,105,0.91224684253046,肖鹤云
556,9,108,0.998618483447859,肖鹤云
557,9,108,0.998618483447859,李诗情
558,9,109,0.9812016600995436,肖鹤云
559,10,3,0.9546477597719293,卢迪
560,10,4,0.2927997833629108,卢迪
561,10,5,0.7297953905324696,卢迪
562,10,6,0.8519519616072642,卢迪
563,10,6,0.8519519616072642,张警官
564,10,8,0.8789498682120552,肖鹤云
565,10,10,0.973644334825447,肖鹤云
566,10,11,0.9947696028499852,肖鹤云
567,10,15,0.9008420892672823,肖鹤云
568,10,17,0.5129749925089478,肖鹤云
569,10,18,0.5846272069526325,肖鹤云
570,10,20,0.919851461303518,李诗情
571,10,21,0.9787931473868018,肖鹤云
572,10,22,0.4032684689846533,张警官
573,10,23,0.980610271870203,肖鹤云
574,10,24,0.5111212798273684,肖鹤云
575,10,25,0.988548646499889,肖鹤云
576,10,25,0.988548646499889,李诗情
577,10,29,0.17710796034731957,李诗情
578,10,31,0.9560974070636613,肖鹤云
579,10,32,0.9945351301078446,肖鹤云
580,10,33,0.9481540031971424,肖鹤云
581,10,33,0.9481540031971424,李诗情
582,10,34,0.9943536553606842,肖鹤云
583,10,34,0.9943536553606842,李诗情
584,10,37,0.9995928888725363,肖鹤云
585,10,37,0.9995928888725363,李诗情
586,10,41,0.9952435799225149,肖鹤云
587,10,41,0.9952435799225149,李诗情
588,10,47,0.3848871368965877,李诗情
589,10,50,0.8115642881853521,李诗情
590,10,53,0.9933293896017505,肖鹤云
591,10,53,0.9933293896017505,李诗情
592,10,56,0.9315633761578519,卢迪
593,10,59,0.940841382050156,肖鹤云
594,10,59,0.940841382050156,李诗情
595,10,63,0.8995623138464085,肖鹤云
596,10,63,0.8995623138464085,李诗情
597,10,70,0.960254494825247,肖鹤云
598,10,70,0.960254494825247,李诗情
599,10,71,0.5358116442529204,卢迪
600,10,72,0.1346067570099131,卢迪
601,10,73,0.8503491349434636,肖鹤云
602,10,73,0.8503491349434636,卢迪
603,10,74,0.11935357575718575,卢迪
604,10,75,0.2456279837428954,卢迪
605,10,76,0.9923278659083014,肖鹤云
606,10,77,0.9988501529743475,肖鹤云
607,10,77,0.9988501529743475,卢迪
608,10,78,0.9809301994141413,肖鹤云
609,10,79,0.05197295761261955,卢迪
610,10,80,0.31937123966928227,李诗情
611,10,86,0.9824543286803931,李诗情
612,10,87,0.8913356539053634,李诗情
613,10,89,0.2717720148863053,李诗情
614,10,93,0.8578551802212037,李诗情
615,10,97,0.9943111398168439,李诗情
616,10,106,0.38333007948085307,李诗情
617,10,107,0.7772095247912559,李诗情
618,10,110,0.8219196795436777,李诗情
619,10,112,0.47821627891127405,李诗情
620,10,113,0.6158173821850785,李诗情
621,10,114,0.9192817862995942,李诗情
622,10,116,0.2938913107729335,李诗情
623,11,2,0.95987866879448,李诗情
624,11,4,0.8965395183804086,肖鹤云
625,11,5,0.9937473695390475,肖鹤云
626,11,7,0.8986466887171415,肖鹤云
627,11,7,0.8986466887171415,李诗情
628,11,9,0.11981441519856251,李诗情
629,11,11,0.8578859823698745,肖鹤云
630,11,11,0.8578859823698745,李诗情
631,11,12,0.8445664726051482,肖鹤云
632,11,12,0.8445664726051482,李诗情
633,11,16,0.9993089265954866,肖鹤云
634,11,21,0.9874385642242857,李诗情
635,11,25,0.9603019778334747,肖鹤云
636,11,25,0.9603019778334747,李诗情
637,11,26,0.9762094888646452,肖鹤云
638,11,29,0.4293040514173977,李诗情
639,11,31,0.9922216994495642,肖鹤云
640,11,31,0.9922216994495642,李诗情
641,11,37,0.9808584620037047,肖鹤云
642,11,40,0.9964374088888206,肖鹤云
643,11,40,0.9964374088888206,李诗情
644,11,44,0.9532072862857942,肖鹤云
645,11,48,0.8385162376586945,肖鹤云
646,11,52,0.9972420007408431,肖鹤云
647,11,52,0.9972420007408431,李诗情
648,11,53,0.8462278115193778,肖鹤云
649,11,56,0.9992391005128937,肖鹤云
650,11,56,0.9992391005128937,李诗情
651,11,57,0.997112356384318,肖鹤云
652,11,59,0.7101158416244112,李诗情
653,11,62,0.976376829738277,肖鹤云
654,11,62,0.976376829738277,李诗情
655,11,67,0.9984230179276998,肖鹤云
656,11,67,0.9984230179276998,李诗情
657,11,71,0.7800448657534277,肖鹤云
658,11,71,0.7800448657534277,李诗情
659,11,76,0.9934819687446602,肖鹤云
660,11,76,0.9934819687446602,李诗情
661,11,76,0.9934819687446602,张警官
662,11,80,0.9669910231719366,肖鹤云
663,11,80,0.9669910231719366,张警官
664,11,82,0.9870865316542591,肖鹤云
665,11,83,0.9874187826035645,肖鹤云
666,11,83,0.9874187826035645,张警官
667,11,84,0.8116268715355931,肖鹤云
668,11,85,0.9556907465041791,肖鹤云
669,11,86,0.9639654495408647,肖鹤云
670,11,86,0.9639654495408647,张警官
671,11,88,0.9511749622326598,李诗情
672,11,89,0.7146580625938307,肖鹤云
673,11,90,0.18621975543333336,李诗情
674,11,90,0.18621975543333336,张警官
675,11,91,0.5833621511035368,肖鹤云
676,11,92,0.2816723093217236,李诗情
677,11,93,0.2022219821216431,张警官
678,11,94,0.10153951388922677,张警官
679,11,105,0.36162035143311433,肖鹤云
680,11,105,0.36162035143311433,李诗情
681,11,106,0.06028655187433207,张警官
682,12,2,0.9940803171795244,肖鹤云
683,12,2,0.9940803171795244,李诗情
684,12,3,0.30329081243646006,张警官
685,12,5,0.9954320431214188,肖鹤云
686,12,5,0.9954320431214188,李诗情
687,12,7,0.9889947760894585,肖鹤云
688,12,7,0.9889947760894585,李诗情
689,12,7,0.9889947760894585,张警官
690,12,10,0.976912091505404,肖鹤云
691,12,10,0.976912091505404,李诗情
692,12,11,0.16614409572973077,张警官
693,12,14,0.1045543756773345,肖鹤云
694,12,14,0.1045543756773345,李诗情
695,12,14,0.1045543756773345,张警官
696,12,18,0.5962279267715109,张警官
697,12,19,0.8794433566334721,肖鹤云
698,12,21,0.9973669180362041,肖鹤云
699,12,21,0.9973669180362041,李诗情
700,12,24,0.9976288146035729,肖鹤云
701,12,24,0.9976288146035729,李诗情
702,12,26,0.14839953945258277,张警官
703,12,31,0.18828416743996157,肖鹤云
704,12,31,0.18828416743996157,李诗情
705,12,32,0.9698592861728889,肖鹤云
706,12,32,0.9698592861728889,李诗情
